dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
68,69,70,85,82,21,51,16,58,52
97,19,47,86,84,8,56,53,57,12
100,84,37,42,37,62,6,96,7,60
91,63,50,48,67,82,76,94,92,58
29,86,33,11,61,36,29,2,11,58
89,76,72,25,82,92,29,60,35,40
93,96,5,64,70,3,3,41,49,74
66,72,19,25,16,63,20,88,93,21
55,61,9,58,5,54,29,69,54,22
31,22,71,0,8,46,69,86,85,46
1,19,69,61,6,47,43,29,45,93
15,90,26,53,26,25,68,60,58,97
38,90,41,62,53,3,78,36,65,88
1,16,75,73,15,48,24,58,49,73
100,33,35,58,37,18,17,30,44,19
80,69,34,6,1,58,84,82,79,75
52,48,52,76,10,25,77,70,98,34
86,46,82,74,72,31,55,42,78,20
3,4,8,84,84,81,75,13,50,82
84,50,8,89,46,85,58,48,32,39
14,55,8,54,96,68,33,62,40,69
33,21,3,67,99,83,99,86,27,69
30,62,94,31,71,100,41,53,10,18
67,40,51,76,48,22,49,4,51,24
40,34,13,47,54,76,53,98,34,31
57,27,35,51,88,99,55,11,15,9
85,57,44,44,50,15,59,38,15,58
93,96,23,2,15,77,21,20,69,85
18,35,28,15,32,69,50,44,9,99
88,46,76,72,67,21,18,62,90,94
66,55,44,0,83,64,95,37,24,88
73,86,65,91,28,79,0,64,81,76
51,74,98,100,34,72,39,50,34,77
35,77,64,35,69,42,4,23,36,99
35,21,23,88,73,44,78,2,62,34
79,67,63,14,67,66,1,84,52,53
79,34,84,64,31,27,91,88,11,95
71,86,72,62,71,69,11,19,78,9
59,10,5,5,16,40,8,76,9,21
31,87,4,23,15,84,58,38,76,69
96,89,16,13,11,7,40,34,76,34
49,10,59,51,34,93,32,73,31,18
77,90,90,98,67,9,53,17,31,93
46,20,31,81,92,5,13,44,65,18
96,89,56,39,44,32,53,35,1,54
54,61,24,50,96,44,54,49,44,41
72,61,92,50,22,78,1,34,46,72
53,66,30,73,38,6,41,23,87,12
39,16,59,2,100,52,73,34,50,21
53,43,28,48,17,14,75,84,24,92
13,60,21,87,71,15,12,7,49,46
89,58,83,45,92,77,30,64,5,56
85,95,85,78,67,86,55,22,73,45
58,18,55,97,40,80,35,5,24,71
95,73,3,33,88,79,65,12,44,9
27,38,92,76,79,26,36,42,45,87
38,63,58,53,24,71,40,2,12,72
6,6,63,40,71,84,65,5,12,27
40,3,43,88,97,24,73,0,63,41
14,16,59,31,94,1,47,31,77,35
90,96,75,0,53,6,74,3,72,43
64,27,26,72,60,39,42,58,70,56
49,8,4,14,30,80,68,54,54,47
0,19,89,84,6,62,27,32,73,39
35,3,40,63,23,72,34,14,69,7
84,35,32,9,18,90,34,22,7,61
30,54,29,27,47,44,28,8,10,49
60,65,96,39,95,79,43,57,33,37
21,11,92,66,42,98,10,67,22,33
70,13,0,16,14,35,77,72,6,74
73,12,2,32,76,32,57,0,11,29
61,100,85,23,24,38,17,45,68,98
71,8,17,66,29,17,35,24,51,95
19,45,84,55,35,32,28,19,23,6
86,37,27,67,37,45,97,21,58,77
42,21,46,40,93,68,10,13,78,15
19,51,13,16,23,17,2,88,22,32
48,55,11,98,52,24,55,73,5,59
84,14,91,89,27,42,54,76,100,48
81,35,79,33,68,78,7,36,41,67
77,86,99,80,91,96,88,97,89,58
26,67,44,8,4,48,45,81,37,32
51,76,36,21,88,13,99,84,73,44
43,6,25,92,42,58,28,48,81,99
34,66,44,99,14,74,34,76,65,34
86,4,9,15,77,74,96,85,87,8
16,40,20,53,13,85,59,51,63,53
1,54,56,85,79,32,4,80,17,44
33,3,5,96,4,50,67,54,22,93
96,61,94,54,67,59,37,44,93,30
79,64,60,52,51,46,7,18,1,33
53,67,84,52,10,12,47,84,82,53
3,45,25,82,70,85,8,68,27,96
11,24,84,7,69,31,22,11,53,27
76,97,8,91,63,59,21,8,7,89
25,50,15,5,52,57,29,74,63,87
62,23,99,52,37,64,63,72,86,12
57,35,80,38,82,47,7,47,45,87
100,42,79,80,47,66,40,7,48,44
37,54,3,76,22,17,35,61,99,72
64,59,89,96,37,69,77,73,39,65
68,51,14,14,53,28,46,63,43,34
2,26,64,25,96,43,53,19,59,6
4,46,47,45,11,12,49,21,9,0
1,2,42,30,75,30,92,7,17,6
65,40,20,99,39,26,88,80,94,22
60,92,25,9,43,54,46,77,19,54
65,32,11,19,61,21,65,41,57,50
11,68,41,70,83,67,96,17,57,27
9,100,83,3,73,88,97,30,52,68
43,64,11,33,88,84,11,55,49,26
87,50,5,11,58,0,52,75,74,45
39,18,82,4,88,71,71,45,5,16
0,12,63,85,81,8,36,89,51,87
68,18,19,70,98,36,64,7,18,3
57,88,38,8,28,30,2,43,3,69
81,82,75,28,8,42,31,42,5,92
100,16,62,37,77,11,0,40,6,38
4,98,56,63,35,42,10,24,89,44
87,3,88,43,88,47,20,71,43,24
66,22,83,67,69,59,41,58,74,72
75,41,50,89,44,10,84,76,36,72
82,35,83,10,47,52,27,54,73,77
32,81,78,63,7,90,53,99,15,77
0,50,19,78,19,24,45,72,32,32
42,90,93,0,9,67,64,57,49,55
45,98,28,47,12,77,40,50,3,21
30,66,87,8,40,31,3,14,92,13
6,37,7,45,67,92,66,54,82,64
79,48,96,1,31,1,1,33,42,82
12,44,94,56,22,24,81,94,85,27
97,23,83,57,90,35,95,63,39,44
44,87,30,23,90,71,2,74,65,60
68,81,44,14,0,42,25,38,3,15
54,94,30,82,8,0,0,11,6,47
31,34,87,43,11,33,48,68,22,56
98,46,77,25,28,1,62,31,6,9
41,52,73,55,54,41,36,83,96,68
17,74,79,77,30,55,4,61,35,48
13,50,71,29,16,89,53,73,98,46
43,29,99,34,66,65,47,98,98,31
34,7,93,29,62,49,46,84,11,29
86,56,95,86,85,62,85,99,83,89
3,26,56,91,18,42,90,37,45,45
80,100,72,62,79,19,54,49,69,37
28,20,11,83,7,63,11,24,23,47
43,48,63,73,74,52,86,7,31,10
29,66,23,37,9,9,9,74,67,79
12,0,18,35,72,88,62,62,18,70
53,49,75,27,88,22,45,64,73,25
69,6,18,30,25,77,96,39,45,27
92,67,66,85,26,75,82,16,48,14
88,14,36,50,6,42,2,32,97,36
61,18,16,45,59,19,96,83,92,55
68,34,64,38,37,41,31,85,56,10
79,27,10,28,72,93,2,16,55,69
82,68,44,61,5,21,60,62,75,32
74,2,49,4,61,88,38,39,60,48
86,49,33,38,18,31,95,62,42,95
46,43,51,86,8,60,39,52,24,80
44,65,30,8,45,1,70,70,0,15
29,14,53,55,82,20,72,80,32,44
43,9,32,39,95,57,31,45,64,24
14,20,17,1,43,85,20,85,99,64
57,40,4,55,84,2,45,38,7,69
13,94,15,17,96,35,61,57,85,49
20,22,65,58,14,20,32,7,16,30
30,3,34,93,71,8,28,14,19,59
63,89,51,15,71,65,60,87,0,8
58,84,18,6,39,83,8,50,53,92
23,7,24,88,94,7,1,33,54,71
20,34,71,29,37,92,40,97,33,62
28,66,96,40,69,65,90,10,8,63
5,25,63,19,57,63,41,1,18,67
42,23,60,12,48,80,28,62,65,84
77,50,81,83,76,40,33,81,23,13
28,17,90,44,13,91,14,74,60,78
2,13,83,72,37,65,42,97,24,37
95,100,5,54,87,81,80,38,51,51
75,77,67,64,20,26,71,44,7,48
68,48,71,9,32,89,77,18,75,25
24,23,17,92,79,98,38,15,39,86
27,77,46,29,93,49,28,74,85,32
90,46,39,1,12,62,23,44,37,11
73,92,20,16,85,61,11,89,69,78
5,41,40,18,18,59,21,63,68,7
65,44,100,40,45,43,100,12,32,59
32,36,25,94,97,33,39,29,3,24
4,48,5,96,5,57,26,75,41,71
60,96,25,66,33,18,41,43,53,82
48,12,20,82,95,73,59,47,61,6
89,7,76,47,33,63,73,91,100,66
10,71,43,96,29,56,51,20,12,24
64,71,36,43,51,41,60,3,51,57
13,56,22,7,38,82,67,43,63,41
99,57,58,91,5,98,44,46,59,40
43,12,85,59,71,11,8,71,12,94
12,70,7,73,62,2,37,10,14,18
50,36,74,13,55,75,72,34,97,83
88,43,97,31,51,79,59,79,70,20
13,52,57,39,32,39,28,41,21,86
24,25,73,41,70,82,69,97,93,52
40,95,44,11,16,68,88,47,32,10
80,67,37,53,48,23,73,68,71,80
24,32,70,42,15,2,24,79,52,36
52,80,10,54,47,58,87,34,35,55
69,61,58,64,44,66,24,55,26,10
84,34,66,41,51,90,59,93,79,12
98,21,36,22,10,11,80,92,56,24
7,60,49,25,98,76,25,55,14,53
70,70,65,46,35,17,79,64,16,66
71,8,77,43,30,81,43,79,30,12
73,9,64,16,78,41,33,81,56,35
30,30,19,50,93,51,51,43,20,80
98,86,77,80,40,58,87,95,20,28
24,93,41,16,41,15,33,66,12,64
28,50,72,53,99,100,44,65,53,66
68,67,67,96,96,72,88,72,90,14
4,43,5,7,78,49,78,93,14,45
50,78,12,40,50,82,5,4,2,63
79,96,56,27,71,24,30,33,46,73
9,52,10,9,98,40,100,57,50,9
91,4,17,47,92,92,16,62,53,95
43,39,76,71,12,24,96,74,100,33
12,96,30,19,13,74,44,64,76,67
86,69,67,53,98,68,22,47,36,36
42,43,68,38,22,14,70,44,87,21
19,42,18,94,55,99,44,71,14,14
51,46,7,71,100,87,33,76,8,99
67,46,67,84,6,42,35,90,34,8
65,50,53,62,77,13,0,74,91,96
76,20,59,83,34,53,72,60,20,67
87,25,97,46,0,57,95,62,5,55
71,82,19,18,36,56,78,32,4,21
98,98,57,71,61,19,2,98,3,30
55,55,6,51,89,41,86,27,65,37
47,75,54,99,80,11,27,44,37,12
81,78,66,57,5,76,58,8,58,12
21,29,75,0,34,27,95,79,62,78
80,75,54,17,26,95,17,99,70,10
48,60,65,80,79,29,4,26,32,12
47,31,25,10,25,88,44,1,4,55
42,6,42,32,84,52,42,42,10,92
87,29,97,82,74,58,30,21,12,100
0,12,86,53,51,67,35,7,65,55
92,7,81,46,71,73,70,21,17,3
90,11,58,40,25,51,46,19,19,21
58,52,8,100,62,47,29,78,39,67
73,78,1,29,9,91,94,20,100,6
97,87,42,76,44,57,16,8,82,76
74,87,30,14,59,92,23,82,58,50
76,13,10,18,27,50,43,2,25,49
79,31,40,92,18,39,56,28,58,61
76,88,83,17,79,8,34,22,83,85
5,54,48,64,46,7,55,19,11,93
34,4,75,97,50,80,59,67,41,87
31,55,71,9,34,77,13,65,7,73
4,38,85,0,45,29,45,74,50,19
18,23,56,77,47,42,12,55,87,6
83,47,62,47,100,41,80,89,0,22
51,39,75,22,40,61,95,100,10,81
19,85,24,77,83,17,18,80,67,12
16,54,14,2,80,4,66,28,74,51
72,48,37,6,0,97,31,52,10,85
91,45,73,32,2,76,78,6,58,20
82,20,68,22,44,61,7,82,87,87
92,97,85,13,36,11,57,47,24,48
64,26,5,38,16,74,8,93,56,5
55,57,8,60,75,3,96,48,32,9
94,8,63,15,45,86,36,74,82,80
33,81,22,80,87,50,64,6,99,10
83,58,62,91,84,69,26,30,97,56
41,15,0,49,0,76,80,100,24,10
4,98,70,63,21,74,68,56,15,48
58,68,78,31,51,65,88,44,13,43
39,18,48,63,37,22,33,66,85,68
7,64,23,50,70,69,3,18,1,19
7,16,22,65,99,83,63,90,75,10
40,63,78,54,97,6,57,80,99,39
59,67,72,31,3,55,3,99,1,31
47,35,46,30,81,31,84,20,58,90
73,60,16,31,100,57,57,26,60,58
27,75,77,5,71,29,82,47,34,49
15,64,59,49,82,79,13,95,8,61
62,60,28,24,64,14,65,59,46,52
72,59,42,0,49,6,26,100,36,54
32,81,26,79,43,94,100,1,10,23
0,74,85,29,40,97,58,92,12,43
30,36,88,62,39,41,14,76,20,39
31,42,100,40,51,68,11,66,43,88
44,75,92,33,23,60,77,47,37,9
73,1,82,100,30,14,78,97,50,28
53,52,73,4,95,86,76,85,49,75
13,85,46,46,19,7,1,46,89,90
89,80,60,56,77,60,26,84,10,42
47,50,96,64,29,15,78,84,85,85
91,20,58,25,52,77,77,73,92,65
8,19,86,36,1,11,66,35,81,23
2,16,56,24,79,94,90,75,42,41
69,62,80,13,91,78,25,76,70,66
14,96,66,70,69,29,71,38,44,5
29,35,88,31,89,94,61,1,89,58
17,100,84,42,58,63,6,47,1,58
74,72,50,93,36,73,12,55,14,20
75,26,61,50,14,80,64,85,17,18
11,81,83,76,76,96,97,90,54,1
44,8,55,46,25,11,65,74,99,49
82,0,30,43,77,82,71,83,55,2
53,27,80,29,79,87,32,15,59,45
6,0,39,8,44,32,71,38,23,23
50,4,38,1,85,21,62,57,46,22
81,42,4,64,92,22,59,63,76,62
82,74,17,0,50,62,10,37,1,47
80,1,46,37,86,11,83,57,73,69
11,39,32,15,95,78,53,96,95,20
93,6,8,68,23,99,0,93,41,51
81,66,37,4,68,85,79,93,60,64
25,90,37,27,3,66,77,30,69,65
53,82,52,96,100,58,67,69,35,33
92,21,30,92,100,72,55,35,6,31
31,66,3,77,86,19,9,35,68,43
65,10,68,58,6,64,7,26,98,53
99,14,15,68,75,68,66,81,14,18
88,27,81,64,3,10,62,3,86,55
34,47,45,48,12,0,11,82,93,26
97,40,26,35,37,30,38,37,56,88
88,85,37,96,70,33,76,3,65,35
33,92,82,14,75,75,44,25,20,25
84,54,7,1,27,86,60,46,99,11
94,63,81,20,13,81,5,64,77,91
83,4,81,54,16,31,12,9,47,74
73,52,10,39,95,85,4,12,45,70
5,94,35,6,14,61,89,42,59,81
12,56,46,57,28,78,40,60,42,88
59,11,4,56,17,44,45,40,24,74
72,58,61,76,86,24,26,32,68,64
38,55,99,44,51,36,58,56,74,35
27,9,99,62,82,63,88,61,12,89
31,61,77,54,34,50,47,43,92,41
32,92,25,93,60,34,91,39,69,34
29,66,65,97,35,11,27,89,32,22
79,66,35,46,20,6,28,96,0,98
1,58,53,72,31,61,43,53,49,40
4,68,39,48,58,91,35,60,71,94
27,4,28,91,31,59,10,60,6,60
39,84,76,32,54,9,97,19,18,32
89,100,85,13,24,69,9,87,59,72
50,61,40,26,19,7,5,86,76,10
40,100,74,99,95,97,13,90,10,36
53,88,81,0,95,66,0,56,8,77
42,84,65,28,70,67,43,68,56,10
98,67,100,18,14,27,78,93,45,14
52,76,30,31,87,42,80,85,54,72
81,58,16,51,66,87,27,57,62,63
54,67,24,100,90,21,56,10,79,75
78,69,34,64,89,89,75,81,43,73
66,48,16,8,39,82,16,45,34,33
14,2,18,95,60,25,12,69,57,97
65,61,69,14,89,35,30,95,52,75
5,90,84,57,91,6,76,62,67,68
93,46,12,60,10,92,65,3,32,3
32,95,35,29,24,48,54,65,61,35
43,30,74,31,31,89,82,26,11,58
26,9,43,84,35,6,6,87,9,78
2,27,12,41,32,40,21,77,78,12
5,86,53,39,54,93,29,42,24,92
91,65,82,13,12,42,82,31,67,24
12,83,80,48,67,34,50,48,26,75
78,82,48,12,24,58,20,63,80,95
99,81,64,54,42,12,84,80,35,51
27,18,65,80,85,90,24,75,45,13
96,18,54,0,4,39,96,37,30,22
27,94,18,14,94,38,0,85,27,65
38,51,48,55,30,21,38,32,35,61
21,85,33,1,92,60,24,92,21,37
91,87,42,46,49,75,91,10,85,32
40,19,81,28,87,23,25,33,44,44
19,38,53,6,35,66,93,48,50,3
53,11,42,70,49,29,64,45,6,18
8,85,95,82,39,76,49,16,91,11
73,53,65,7,51,92,51,39,17,36
77,78,51,23,53,91,62,22,16,5
27,15,11,16,60,50,26,84,40,33
55,7,88,61,36,90,56,64,4,90
25,41,7,11,68,61,86,87,86,88
13,1,60,49,76,11,97,24,60,16
14,95,67,12,8,56,51,17,1,57
33,60,59,36,62,54,69,2,19,90
79,25,57,16,65,9,52,82,100,94
80,90,86,1,5,87,68,24,19,43
17,76,49,28,81,89,25,31,48,44
5,71,9,50,56,71,20,77,4,77
82,19,47,77,88,72,52,85,16,27
47,67,17,97,46,56,66,25,43,72
96,46,48,25,18,72,18,77,9,82
46,35,62,9,66,66,52,15,57,67
65,9,71,32,21,35,90,84,75,71
11,92,91,68,91,48,76,59,79,74
37,87,1,91,30,9,99,41,80,87
6,79,13,31,7,87,12,17,75,69
31,91,75,80,58,45,84,59,30,3
94,60,16,39,5,11,8,96,56,82
99,37,54,7,63,73,73,79,26,36
31,34,90,87,40,97,27,84,26,1
41,16,26,37,52,77,61,18,28,49
91,73,91,44,87,91,58,58,74,42
35,29,86,21,10,80,5,66,59,53
93,64,2,40,32,46,46,34,10,1
33,87,25,75,21,33,68,36,8,28
19,65,76,87,38,1,51,68,99,97
72,71,31,38,58,7,84,35,25,81
73,28,26,70,42,81,60,49,88,51
58,2,37,58,10,90,41,42,45,85
86,70,44,22,8,76,98,10,30,6
96,60,30,0,97,47,81,4,37,34
45,61,79,88,85,97,43,94,27,86
32,31,52,47,79,17,35,62,81,3
94,82,65,50,6,29,45,32,69,30
17,86,61,6,38,57,58,40,63,8
92,97,92,6,58,62,16,57,32,13
76,99,77,15,30,18,9,54,61,59
48,60,23,74,91,24,79,59,25,89
37,9,13,77,67,63,89,64,66,95
63,64,8,40,49,76,76,84,68,75
10,57,4,78,56,3,69,24,85,58
30,51,80,38,30,33,87,52,65,3
6,9,97,30,11,12,11,62,6,54
1,40,4,12,84,100,83,34,45,30
73,56,61,49,70,77,92,87,25,69
79,7,75,51,1,42,26,53,24,75
16,1,13,75,70,76,7,56,55,61
14,78,93,17,60,15,12,93,48,62
29,18,59,59,69,93,67,56,73,16
62,98,28,63,35,45,65,41,68,74
38,37,31,17,4,55,21,9,38,6
31,3,39,43,40,42,30,23,52,56
32,23,44,44,63,44,11,39,56,11
20,17,39,62,68,29,79,82,9,73
56,73,29,43,16,1,7,78,33,67
22,89,37,94,41,13,22,89,45,92
63,16,87,72,21,8,51,64,18,35
5,54,85,31,76,54,30,14,18,58
51,40,31,37,42,44,42,39,75,48
52,80,83,91,73,83,50,85,76,24
89,44,68,50,57,9,13,50,4,53
47,22,70,90,33,14,51,36,50,30
35,9,89,3,6,97,30,96,89,14
67,30,55,100,3,72,66,59,56,79
47,56,79,68,76,60,70,69,15,85
61,45,20,16,15,38,60,47,15,61
26,53,39,64,64,78,30,3,2,63
49,45,22,23,56,37,82,39,69,93
67,23,23,40,25,93,19,57,69,55
43,64,93,52,75,92,67,41,11,47
48,66,52,24,76,1,98,29,26,82
95,5,81,61,48,61,84,51,25,58
74,56,57,38,10,41,91,7,34,1
84,77,34,65,97,2,94,59,100,9
41,2,85,40,83,38,37,86,95,32
81,74,20,27,74,48,40,30,71,59
77,99,36,54,72,0,79,78,53,11
78,55,59,25,92,22,20,78,22,45
41,16,98,97,89,41,27,82,65,31
93,60,17,76,39,81,11,76,15,10
80,18,10,68,9,27,23,38,52,41
36,68,66,43,30,82,5,98,2,18
4,0,61,65,14,51,82,33,82,45
36,71,94,48,84,74,21,70,13,94
46,7,15,6,2,68,11,32,72,13
68,28,13,14,36,43,9,61,26,42
90,1,8,23,52,51,40,62,42,39
28,94,25,35,55,90,76,13,97,58
76,68,1,35,60,61,52,76,62,11
29,90,17,2,88,68,70,81,27,56
52,71,27,82,72,34,83,63,76,32
53,51,84,67,15,24,80,36,14,17
20,65,7,53,30,5,88,81,52,90
83,22,18,36,88,48,92,50,94,43
45,52,55,66,29,13,70,37,78,1
13,29,41,92,89,55,46,43,68,95
99,17,6,89,62,4,51,41,93,19
69,6,90,50,75,17,20,6,0,66
6,9,2,69,79,94,67,92,48,80
38,84,42,38,32,26,93,6,64,4
8,18,93,32,49,15,73,5,24,83
6,69,97,17,25,39,78,22,89,68
9,16,35,87,65,74,40,76,41,82
54,36,40,52,44,26,11,55,11,66
90,83,78,36,44,23,29,44,87,71
20,60,99,23,38,53,52,81,55,19
89,68,44,27,11,59,26,37,66,20
60,13,25,8,80,54,98,77,98,65
89,71,43,60,8,44,10,100,54,38
99,35,69,95,89,34,1,36,64,68
38,25,74,22,44,96,83,54,47,48
73,27,49,91,32,66,83,26,22,60
75,26,52,19,52,20,96,83,17,27
63,7,71,74,94,49,74,12,72,3
62,45,16,16,74,91,35,30,72,1
6,99,56,58,35,43,55,0,17,73
6,19,0,68,21,15,66,28,15,17
5,71,48,41,96,61,5,85,93,55
8,23,14,54,58,99,42,84,52,11
80,45,90,12,85,86,86,47,12,45
51,30,97,28,47,29,25,99,88,18
8,40,92,88,24,57,74,27,59,72
15,2,53,16,19,32,55,42,47,76
3,39,62,92,31,46,44,76,5,42
66,98,3,10,12,84,76,54,26,100
66,86,44,38,61,6,71,24,24,32
22,35,88,64,99,60,40,46,5,28
79,39,8,68,43,75,33,11,40,83
84,100,7,75,75,52,57,5,58,56
73,85,84,66,98,39,13,23,40,16
15,85,90,22,68,42,27,24,81,82
81,86,23,33,33,38,42,75,88,82
38,53,66,71,38,68,85,30,67,41
10,42,23,94,11,53,32,28,2,20
46,87,19,96,43,2,15,19,37,80
74,34,21,16,23,0,93,36,100,17
94,69,77,89,91,15,10,69,4,54
49,26,16,16,8,86,88,24,91,85
41,38,2,64,8,80,72,77,9,61
89,77,41,69,82,0,83,73,45,25
11,68,34,40,75,15,49,51,53,21
2,42,45,24,33,1,80,59,55,30
68,99,45,93,35,29,4,91,22,41
47,76,26,32,26,18,54,22,27,75
16,48,85,64,82,68,92,76,74,36
98,61,35,5,18,80,3,79,39,19
63,43,71,72,34,16,96,7,44,43
64,51,18,46,87,86,64,18,63,32
71,82,61,31,46,24,69,92,98,85
19,69,80,99,38,49,52,25,63,83
96,44,33,71,8,57,2,46,59,64
50,95,33,14,68,32,69,77,75,26
47,54,21,45,95,31,69,14,41,98
18,23,1,6,44,95,9,11,30,91
12,26,31,65,41,15,70,80,41,7
21,94,93,11,58,13,68,67,86,39
67,10,97,98,99,74,61,21,75,96
12,40,23,58,87,21,15,91,27,16
84,47,39,15,64,50,94,16,79,81
31,13,72,67,15,100,92,30,94,73
11,88,82,7,78,72,78,74,100,92
18,76,91,32,44,74,51,100,61,39
32,85,22,12,11,73,2,19,48,14
19,79,4,85,39,37,75,93,54,1
1,18,60,62,45,5,78,80,11,0
14,77,24,48,91,20,44,10,7,74
13,46,36,91,8,74,10,13,95,0
82,77,40,60,92,56,97,21,20,79
42,7,20,16,49,63,30,61,45,41
81,80,15,40,43,100,44,19,78,40
33,61,56,12,67,46,65,86,97,13
73,39,52,7,66,65,59,55,6,41
65,43,100,10,71,20,40,60,40,38
41,10,29,22,56,6,42,54,37,74
89,9,25,13,98,31,96,22,7,0
87,76,66,71,64,41,41,68,15,4
3,87,42,41,100,13,88,1,67,54
52,69,54,35,71,92,19,76,38,54
39,98,97,76,43,40,58,81,64,73
56,64,85,59,94,37,28,0,53,66
8,35,65,85,57,55,70,25,71,14
47,61,10,95,50,42,56,14,77,55
32,27,6,49,69,71,15,75,61,86
50,71,59,40,83,59,69,77,11,54
16,44,46,22,38,21,13,54,71,73
79,6,28,99,70,97,49,66,99,58
98,47,3,96,63,63,15,38,45,27
84,73,70,43,44,70,5,89,14,23
60,53,65,86,76,8,41,32,20,57
89,37,49,87,77,27,79,6,47,89
98,63,36,32,80,69,8,93,81,52
55,59,11,54,9,52,8,84,83,72
94,56,74,84,14,53,42,90,62,89
98,19,91,98,67,44,88,84,17,19
33,81,60,68,37,16,78,76,58,50
35,48,89,29,97,56,5,98,36,66
17,88,2,73,92,16,73,60,16,4
100,81,80,84,65,8,38,10,19,17
56,20,42,78,63,85,23,59,94,15
2,71,5,14,30,91,80,99,41,77
99,98,55,48,79,42,60,36,70,65
5,88,7,95,48,54,67,7,20,76
73,83,27,0,37,3,33,34,34,52
9,100,70,28,57,29,35,21,95,44
21,37,32,94,93,22,27,64,44,87
83,31,21,2,69,30,74,61,98,56
52,90,99,37,64,9,45,78,48,88
51,74,56,78,22,61,57,46,37,6
91,44,27,12,18,5,52,99,80,51
76,10,67,39,59,80,42,73,10,12
22,29,22,5,25,44,32,28,66,6
25,56,55,6,12,50,22,29,63,17
26,8,63,12,35,71,11,86,90,92
90,16,27,10,6,54,19,20,83,55
13,28,30,40,54,62,59,0,61,18
84,32,8,18,54,61,71,43,15,64
34,3,91,51,36,60,72,80,66,67
69,94,66,74,70,28,26,91,20,74
53,16,0,19,98,81,11,60,81,99
7,54,16,85,84,27,99,53,14,44
66,84,60,39,100,39,93,53,0,21
12,6,70,23,58,57,43,27,94,12
45,4,29,48,30,68,81,97,79,97
12,15,67,8,91,6,9,21,59,84
0,1,34,62,17,8,81,34,23,63
93,27,87,35,9,90,73,20,34,8
99,21,72,4,73,81,41,95,41,76
53,10,71,49,69,33,100,53,98,71
25,16,84,58,99,57,72,53,28,19
53,64,0,56,21,24,54,23,53,34
75,36,63,14,95,99,95,21,49,18
78,15,19,93,39,70,48,17,49,50
52,17,14,58,17,19,41,97,49,86
2,67,5,92,72,33,78,20,31,23
92,50,16,59,40,2,63,23,38,12
48,26,37,9,17,96,21,62,14,80
20,37,53,64,31,73,87,13,62,61
6,13,14,33,51,0,29,82,99,21
69,29,27,63,21,83,12,54,21,5
96,24,46,23,58,16,56,70,45,21
54,45,74,46,24,58,61,62,78,72
80,70,70,91,63,53,24,21,52,19
64,5,41,25,99,64,12,9,91,69
68,48,20,6,81,65,43,25,91,4
98,42,39,100,20,1,74,63,95,68
55,74,100,33,64,2,59,50,9,91
53,58,92,44,64,22,55,18,64,5
61,52,42,88,1,12,27,60,90,32
48,40,29,46,75,65,90,19,42,51
64,14,27,46,66,46,5,25,92,41
45,99,74,0,68,87,56,99,40,42
51,96,44,74,47,93,85,55,84,79
27,93,45,2,41,75,41,28,10,5
42,24,52,33,38,8,21,13,32,70
85,49,86,49,30,93,76,7,19,17
26,45,51,48,64,40,57,85,50,58
34,91,10,36,35,96,52,90,76,15
39,12,0,37,19,67,19,12,15,20
82,41,64,43,99,85,67,35,19,82
28,13,72,12,12,39,77,24,35,25
29,93,6,32,6,36,85,72,1,85
5,3,74,6,88,75,3,39,85,45
30,75,37,64,77,83,35,28,71,48
60,28,37,73,12,54,23,5,50,55
3,17,20,71,11,59,61,71,7,89
43,78,28,37,91,75,7,1,36,0
41,36,67,48,76,28,50,85,98,74
28,40,95,0,4,5,7,66,63,41
22,79,41,23,69,91,62,22,46,43
6,9,13,83,36,64,42,46,54,77
20,80,60,56,92,28,93,79,7,29
73,1,17,13,40,74,92,46,23,26
36,61,99,100,48,13,74,66,26,42
70,40,44,26,72,83,90,96,27,58
67,1,61,30,39,74,89,30,100,4
1,90,66,16,3,77,73,25,38,6
12,86,75,30,55,10,56,0,60,60
68,82,17,13,53,27,58,3,47,8
23,73,70,30,24,12,9,55,28,22
93,99,67,11,75,68,49,11,18,30
20,20,54,24,67,30,52,64,77,100
54,41,18,21,33,79,9,60,75,90
3,52,6,6,11,98,40,65,90,98
14,10,64,34,19,57,74,66,99,71
71,63,51,26,77,92,72,96,57,87
33,80,66,16,24,11,49,86,82,57
7,90,38,63,77,57,88,66,87,45
0,98,54,52,82,3,47,30,56,6
96,43,12,80,68,33,79,82,31,99
21,42,50,7,80,62,1,97,93,49
36,7,82,68,30,2,79,4,83,11
42,62,59,96,94,41,92,30,12,12
63,58,55,2,24,6,69,52,87,18
32,48,19,55,61,47,22,62,64,31
98,71,65,53,44,36,38,13,33,35
31,41,76,56,57,12,93,82,41,6
85,76,70,31,3,10,23,20,9,14
87,1,48,17,21,57,80,92,50,60
69,85,49,92,89,89,76,30,73,86
100,73,53,61,78,30,97,27,51,0
58,38,30,27,0,83,53,14,12,38
24,61,62,75,18,38,54,91,44,14
63,10,1,85,94,54,97,68,86,23
55,52,83,30,4,12,88,99,56,24
74,81,82,95,85,18,14,46,54,46
54,73,71,14,29,23,54,30,7,11
78,61,38,60,7,20,16,71,100,44
35,20,68,49,55,76,35,32,54,49
16,3,15,3,13,75,94,27,95,33
25,43,44,4,20,92,27,64,39,22
14,49,50,41,33,23,85,41,57,7
0,33,5,77,45,81,51,27,88,51
52,47,29,62,86,94,53,87,84,83
